     -9.0000000000000000E+0000      2.0382862477621937E+0000
     -8.9909954977488749E+0000      2.0029676383939377E+0000
     -8.9819909954977497E+0000      1.9688754362410568E+0000
     -8.9729864932466228E+0000      1.9359468371086599E+0000
     -8.9639819909954976E+0000      1.9041232530269392E+0000
     -8.9549774887443725E+0000      1.8733499642819309E+0000
     -8.9459729864932473E+0000      1.8435758053485967E+0000
     -8.9369684842421204E+0000      1.8147528809342020E+0000
     -8.9279639819909953E+0000      1.7868363088170778E+0000
     -8.9189594797398701E+0000      1.7597839865765070E+0000
     -8.9099549774887450E+0000      1.7335563796636966E+0000
     -8.9009504752376181E+0000      1.7081163285702847E+0000
     -8.8919459729864929E+0000      1.6834288731162870E+0000
     -8.8829414707353678E+0000      1.6594610921101500E+0000
     -8.8739369684842426E+0000      1.6361819568345637E+0000
     -8.8649324662331157E+0000      1.6135621969868317E+0000
     -8.8559279639819906E+0000      1.5915741778559602E+0000
     -8.8469234617308654E+0000      1.5701917876526337E+0000
     -8.8379189594797403E+0000      1.5493903340264343E+0000
     -8.8289144572286151E+0000      1.5291464489078663E+0000
     -8.8199099549774882E+0000      1.5094380009043133E+0000
     -8.8109054527263631E+0000      1.4902440145594045E+0000
     -8.8019009504752379E+0000      1.4715445958565481E+0000
     -8.7928964482241128E+0000      1.4533208634104609E+0000
     -8.7838919459729858E+0000      1.4355548848463033E+0000
     -8.7748874437218607E+0000      1.4182296179159137E+0000
     -8.7658829414707355E+0000      1.4013288559445101E+0000
     -8.7568784392196104E+0000      1.3848371772410277E+0000
     -8.7478739369684835E+0000      1.3687398981399104E+0000
     -8.7388694347173583E+0000      1.3530230293740046E+0000
     -8.7298649324662332E+0000      1.3376732355059702E+0000
     -8.7208604302151080E+0000      1.3226777971710428E+0000
     -8.7118559279639811E+0000      1.3080245759063394E+0000
     -8.7028514257128560E+0000      1.2937019813624366E+0000
     -8.6938469234617308E+0000      1.2796989407109682E+0000
     -8.6848424212106057E+0000      1.2660048700786095E+0000
     -8.6758379189594805E+0000      1.2526096478525159E+0000
     -8.6668334167083536E+0000      1.2395035897157605E+0000
     -8.6578289144572285E+0000      1.2266774252833648E+0000
     -8.6488244122061033E+0000      1.2141222762203827E+0000
     -8.6398199099549782E+0000      1.2018296357336589E+0000
     -8.6308154077038512E+0000      1.1897913493375378E+0000
     -8.6218109054527261E+0000      1.1779995968022547E+0000
     -8.6128064032016010E+0000      1.1664468752009547E+0000
     -8.6038019009504758E+0000      1.1551259829781810E+0000
     -8.5947973986993489E+0000      1.1440300049686780E+0000
     -8.5857928964482237E+0000      1.1331522983010884E+0000
     -8.5767883941970986E+0000      1.1224864791260933E+0000
     -8.5677838919459735E+0000      1.1120264101133599E+0000
     -8.5587793896948483E+0000      1.1017661886657375E+0000
     -8.5497748874437214E+0000      1.0917001358032832E+0000
     -8.5407703851925962E+0000      1.0818227856729892E+0000
     -8.5317658829414711E+0000      1.0721288756435696E+0000
     -8.5227613806903459E+0000      1.0626133369476147E+0000
     -8.5137568784392190E+0000      1.0532712858360742E+0000
     -8.5047523761880939E+0000      1.0440980152127108E+0000
     -8.4957478739369687E+0000      1.0350889867183521E+0000
     -8.4867433716858436E+0000      1.0262398232370094E+0000
     -8.4777388694347167E+0000      1.0175463017979023E+0000
     -8.4687343671835915E+0000      1.0090043468490850E+0000
     -8.4597298649324664E+0000      1.0006100238803042E+0000
     -8.4507253626813412E+0000      9.9235953337402938E-0001
     -8.4417208604302161E+0000      9.8424920506514413E-0001
     -8.4327163581790892E+0000      9.7627549249110990E-0001
     -8.4237118559279640E+0000      9.6843496781554661E-0001
     -8.4147073536768389E+0000      9.6072431690938709E-0001
     -8.4057028514257119E+0000      9.5314033467476755E-0001
     -8.3966983491745868E+0000      9.4567992059781281E-0001
     -8.3876938469234616E+0000      9.3834007451731805E-0001
     -8.3786893446723365E+0000      9.3111789259722255E-0001
     -8.3696848424212114E+0000      9.2401056349149990E-0001
     -8.3606803401700844E+0000      9.1701536469083456E-0001
     -8.3516758379189593E+0000      9.1012965904111831E-0001
     -8.3426713356678341E+0000      9.0335089142437242E-0001
     -8.3336668334167090E+0000      8.9667658559337715E-0001
     -8.3246623311655821E+0000      8.9010434115173842E-0001
     -8.3156578289144569E+0000      8.8363183067166817E-0001
     -8.3066533266633318E+0000      8.7725679694214831E-0001
     -8.2976488244122066E+0000      8.7097705034076478E-0001
     -8.2886443221610797E+0000      8.6479046632267709E-0001
     -8.2796398199099546E+0000      8.5869498302069103E-0001
     -8.2706353176588294E+0000      8.5268859895080040E-0001
     -8.2616308154077043E+0000      8.4676937081775638E-0001
     -8.2526263131565791E+0000      8.4093541141564576E-0001
     -8.2436218109054522E+0000      8.3518488761875220E-0001
     -8.2346173086543271E+0000      8.2951601845812695E-0001
     -8.2256128064032019E+0000      8.2392707327965531E-0001
     -8.2166083041520768E+0000      8.1841636997970513E-0001
     -8.2076038019009498E+0000      8.1298227331442308E-0001
     -8.1985992996498247E+0000      8.0762319327924126E-0001
     -8.1895947973986996E+0000      8.0233758355514762E-0001
     -8.1805902951475744E+0000      7.9712394001857700E-0001
     -8.1715857928964475E+0000      7.9198079931185583E-0001
     -8.1625812906453223E+0000      7.8690673747139583E-0001
